FECHA_CORTE,UBIGEO,year,month,day,hour,incide_LW_rad,emitte_LW_rad,direct_SW_rad,global_SW_rad,diffus_SW_rad,reflec_SW_rad
20250530,120904,2021,1,1,0,352.05167,367.135,-0.25327,0.0,0.0,0.0
20250530,120904,2021,1,1,1,352.87167,364.62333,-0.20893,0.0,0.0,0.0
20250530,120904,2021,1,1,2,345.94833,359.725,-0.2272,0.0,0.0,0.0
20250530,120904,2021,1,1,3,343.00833,357.59,-0.15992,0.0,0.0,0.0
20250530,120904,2021,1,1,4,341.39167,357.58333,-0.11268,0.0,0.0,0.0
20250530,120904,2021,1,1,5,341.6587,358.40652,-0.03154,0.91413,0.8113,0.11391
20250530,120904,2021,1,1,6,339.48667,364.035,0.1646,69.91467,68.309,8.729
20250530,120904,2021,1,1,7,333.34815,375.56852,6.53107,204.86296,195.14074,26.75741
20250530,120904,2021,1,1,8,,,,,,
20250530,120904,2021,1,1,9,342.35,416.84333,10.92005,500.54333,482.21833,75.97683
20250530,120904,2021,1,1,10,346.24667,425.265,20.60857,529.68167,502.86667,79.8315
20250530,120904,2021,1,1,11,312.975,466.56833,720.77532,1068.60333,323.415,151.95733
20250530,120904,2021,1,1,12,336.59815,469.5463,473.65967,904.30926,412.31667,131.47389
20250530,120904,2021,1,1,13,352.67627,426.57119,15.19642,447.81525,430.42034,67.5261
20250530,120904,2021,1,1,14,341.36724,450.54828,138.69005,685.97069,539.07586,103.03672
20250530,120904,2021,1,1,15,,,,,,
20250530,120904,2021,1,1,16,,,,,,
20250530,120904,2021,1,1,17,,,,,,
20250530,120904,2021,1,1,18,358.26129,376.2129,0.01519,0.0,0.0,0.0
20250530,120904,2021,1,1,19,356.10167,374.49833,0.0712,0.0,0.0,0.0
20250530,120904,2021,1,1,20,354.09667,371.74333,-0.04218,0.0,0.0,0.0
20250530,120904,2021,1,1,21,353.41,371.39333,-0.05443,0.0,0.0,0.0
20250530,120904,2021,1,1,22,351.19667,369.45,-0.2915,0.0,0.0,0.0
20250530,120904,2021,1,1,23,354.06167,369.42667,-0.3225,0.0,0.0,0.0
20250530,120904,2021,1,2,0,354.59667,368.37167,-0.18907,0.0,0.0,0.0
20250530,120904,2021,1,2,1,352.62833,365.25167,-0.18167,0.0,0.0,0.0
20250530,120904,2021,1,2,2,347.58667,362.95833,-0.1061,0.0,0.0,0.0
20250530,120904,2021,1,2,3,345.61333,362.67833,-0.12582,0.0,0.0,0.0
20250530,120904,2021,1,2,4,347.08667,362.94333,-0.09997,0.0,0.0,0.0
20250530,120904,2021,1,2,5,345.02727,363.20455,-0.03532,0.265,0.23318,0.03682
20250530,120904,2021,1,2,6,342.88667,368.895,0.22402,78.7955,76.67867,9.98
20250530,120904,2021,1,2,7,349.46333,377.58167,0.79665,157.26833,153.735,19.991
20250530,120904,2021,1,2,8,345.13404,395.42766,29.57291,402.01915,362.88085,56.94468
20250530,120904,2021,1,2,9,,,,,,
20250530,120904,2021,1,2,10,319.69074,449.53889,335.61346,817.56852,466.87037,117.44074
20250530,120904,2021,1,2,11,348.60167,453.64167,71.14112,734.72,655.68667,110.0335
20250530,120904,2021,1,2,12,339.98333,477.34792,328.45469,1046.37708,698.38125,153.14583
20250530,120904,2021,1,2,13,330.11569,460.0451,337.87329,749.1451,396.6549,109.4502
20250530,120904,2021,1,2,14,325.41562,419.37812,27.74191,255.84062,226.4125,38.44375
20250530,120904,2021,1,2,15,,,,,,
20250530,120904,2021,1,2,16,,,,,,
20250530,120904,2021,1,2,17,,,,,,
20250530,120904,2021,1,2,18,355.9,384.84516,0.0,0.0,0.0,0.0
20250530,120904,2021,1,2,19,354.51333,374.66333,0.0104,0.0,0.0,0.0
20250530,120904,2021,1,2,20,349.22167,369.73667,-0.16852,0.0,0.0,0.0
20250530,120904,2021,1,2,21,348.84333,368.96667,-0.24262,0.0,0.0,0.0
20250530,120904,2021,1,2,22,343.63667,366.95167,-0.2194,0.0,0.0,0.0
20250530,120904,2021,1,2,23,346.74,366.00167,-0.32232,0.0,0.0,0.0
20250530,120904,2021,1,3,0,347.82833,365.58833,-0.252,0.0,0.0,0.0
20250530,120904,2021,1,3,1,347.19167,363.65167,-0.26893,0.0,0.0,0.0
20250530,120904,2021,1,3,2,345.2,361.925,-0.14362,0.0,0.0,0.0
20250530,120904,2021,1,3,3,344.15667,359.99667,-0.16355,0.0,0.0,0.0
20250530,120904,2021,1,3,4,345.31333,359.71,-0.06698,0.0,0.0,0.0
20250530,120904,2021,1,3,5,342.41163,357.66977,-0.01512,0.0,0.0,0.0
20250530,120904,2021,1,3,6,340.36279,359.13023,0.08258,34.52907,33.14233,3.98093
20250530,120904,2021,1,3,7,342.73167,363.225,0.16083,84.1675,82.36133,9.40217
20250530,120904,2021,1,3,8,346.77167,369.95,0.332,164.71,162.30333,18.5365
20250530,120904,2021,1,3,9,351.53667,377.42,1.45295,276.33333,271.93,32.21667
20250530,120904,2021,1,3,10,354.03167,391.7,9.03467,480.38,466.78833,57.35617
20250530,120904,2021,1,3,11,351.39167,409.56167,37.44073,649.11,600.40833,88.56567
20250530,120904,2021,1,3,12,350.43667,418.68833,42.68563,637.05333,581.835,93.3705
20250530,120904,2021,1,3,13,342.37458,446.71017,129.44859,883.18644,738.56949,129.58475
20250530,120904,2021,1,3,14,,,,,,
20250530,120904,2021,1,3,15,,,,,,
20250530,120904,2021,1,3,16,,,,,,
20250530,120904,2021,1,3,17,,,,,,
20250530,120904,2021,1,3,18,359.45806,377.76452,0.01771,0.0,0.0,0.0
20250530,120904,2021,1,3,19,355.47,374.04333,0.00895,0.0,0.0,0.0
20250530,120904,2021,1,3,20,355.52833,372.01333,-0.11925,0.0,0.0,0.0
20250530,120904,2021,1,3,21,354.07167,370.97333,-0.23938,0.0,0.0,0.0
20250530,120904,2021,1,3,22,353.055,368.24833,-0.29605,0.0,0.0,0.0
20250530,120904,2021,1,3,23,352.08667,366.24167,-0.31697,0.0,0.0,0.0
20250530,120904,2021,1,4,0,344.46333,363.91333,-0.31612,0.0,0.0,0.0
20250530,120904,2021,1,4,1,344.08667,364.48167,-0.3042,0.0,0.0,0.0
20250530,120904,2021,1,4,2,344.80667,364.44167,-0.25963,0.0,0.0,0.0
20250530,120904,2021,1,4,3,345.36333,364.58833,-0.19523,0.0,0.0,0.0
20250530,120904,2021,1,4,4,338.675,363.045,-0.11532,0.0,0.0,0.0
20250530,120904,2021,1,4,5,333.86591,360.53182,-0.0378,0.0,0.0,0.0
20250530,120904,2021,1,4,6,345.4561,371.70488,0.21922,97.48829,97.34829,12.0678
20250530,120904,2021,1,4,7,343.55333,382.52167,1.2101,220.53167,219.63833,28.92083
20250530,120904,2021,1,4,8,321.3475,402.88,73.04362,476.6375,400.24,69.65125
20250530,120904,2021,1,4,9,,,,,,
20250530,120904,2021,1,4,10,303.95833,463.77167,696.42617,1023.31667,304.945,144.24483
20250530,120904,2021,1,4,11,319.05333,461.51833,528.02613,851.07167,304.71,119.26967
20250530,120904,2021,1,4,12,344.76167,425.56,20.48692,423.00333,400.89,61.91283
20250530,120904,2021,1,4,13,349.75714,454.18036,146.49261,741.35357,587.29464,109.39714
20250530,120904,2021,1,4,14,355.72333,424.49333,14.85982,343.95,328.90333,50.73617
20250530,120904,2021,1,4,15,353.48421,404.92895,0.51147,216.66316,215.85,30.17789
20250530,120904,2021,1,4,16,,,,,,
20250530,120904,2021,1,4,17,355.24151,375.03208,0.04849,12.85623,13.14547,1.51528
20250530,120904,2021,1,4,18,354.79189,368.51081,-0.00697,0.41351,0.43946,0.06811
20250530,120904,2021,1,4,19,347.06,365.39833,-0.0737,0.0,0.0,0.0
20250530,120904,2021,1,4,20,340.33667,362.29333,-0.16305,0.0,0.0,0.0
20250530,120904,2021,1,4,21,336.12833,361.09,-0.24675,0.0,0.0,0.0
20250530,120904,2021,1,4,22,325.69833,359.17,-0.29622,0.0,0.0,0.0
20250530,120904,2021,1,4,23,334.35167,360.99667,-0.32338,0.0,0.0,0.0
20250530,120904,2021,1,5,0,322.21167,357.88,-0.32632,0.0,0.0,0.0
20250530,120904,2021,1,5,1,332.69167,359.895,-0.30485,0.0,0.0,0.0
20250530,120904,2021,1,5,2,301.36,352.57833,-0.17602,0.0,0.0,0.0
20250530,120904,2021,1,5,3,318.87167,355.445,-0.19292,0.0,0.0,0.0
20250530,120904,2021,1,5,4,305.88,351.05833,-0.02768,0.0,0.0,0.0
20250530,120904,2021,1,5,5,310.02128,347.49362,-0.00368,0.58745,0.58319,0.06766
20250530,120904,2021,1,5,6,302.09,348.69667,5.30307,42.114,39.294,6.77867
20250530,120904,2021,1,5,7,,,,,,
20250530,120904,2021,1,5,8,331.7125,398.665,25.16708,439.7725,413.8175,64.14925
20250530,120904,2021,1,5,9,307.69778,420.26,176.12487,639.02444,453.62889,93.72889
20250530,120904,2021,1,5,10,310.88814,447.58475,419.28747,933.05424,500.02881,134.69983
20250530,120904,2021,1,5,11,325.04667,456.38333,237.11172,884.725,636.23,128.27667
20250530,120904,2021,1,5,12,331.82069,476.81034,285.51498,1034.33276,733.29655,149.18466
20250530,120904,2021,1,5,13,342.05094,476.85094,365.59425,980.7717,598.79811,143.71547
20250530,120904,2021,1,5,14,352.27833,441.18667,60.75025,494.54333,429.33667,73.15333
20250530,120904,2021,1,5,15,353.58667,422.09167,19.8872,318.35167,297.06167,47.633
20250530,120904,2021,1,5,16,351.25741,400.7,9.37078,214.57037,204.29444,31.1437
20250530,120904,2021,1,5,17,347.14773,385.80682,0.09541,80.96159,80.70364,12.08364
20250530,120904,2021,1,5,18,352.17333,369.67333,-0.0022,0.0,0.0,0.0
20250530,120904,2021,1,5,19,348.40833,369.53167,-0.04738,0.0,0.0,0.0
20250530,120904,2021,1,5,20,349.71833,367.64167,-0.13102,0.0,0.0,0.0
20250530,120904,2021,1,5,21,343.18,365.85167,-0.18,0.0,0.0,0.0
20250530,120904,2021,1,5,22,346.17833,365.97833,-0.29635,0.0,0.0,0.0
20250530,120904,2021,1,5,23,343.82667,365.26333,-0.32332,0.0,0.0,0.0
20250530,120904,2021,1,6,0,342.685,364.60667,-0.32685,0.0,0.0,0.0
20250530,120904,2021,1,6,1,340.74,363.825,-0.3055,0.0,0.0,0.0
20250530,120904,2021,1,6,2,328.435,359.45333,-0.26125,0.0,0.0,0.0
20250530,120904,2021,1,6,3,343.86833,362.77667,-0.19702,0.0,0.0,0.0
20250530,120904,2021,1,6,4,343.84333,363.01167,-0.11718,0.0,0.0,0.0
20250530,120904,2021,1,6,5,345.89492,363.5322,-0.0272,0.53831,0.53983,0.08153
20250530,120904,2021,1,6,6,347.01833,366.73833,0.06735,41.3805,41.325,4.85733
20250530,120904,2021,1,6,7,345.46333,377.90833,0.66125,182.20333,181.6,22.73633
20250530,120904,2021,1,6,8,334.07778,392.59722,31.03547,373.75556,339.73056,51.49944
20250530,120904,2021,1,6,9,325.96047,426.0907,182.71416,616.63256,427.96047,90.89
20250530,120904,2021,1,6,10,350.45,425.36034,50.39524,590.47931,535.48793,86.5019
20250530,120904,2021,1,6,11,322.67966,451.43898,483.29788,917.81017,418.19831,129.53508
20250530,120904,2021,1,6,12,350.90833,441.13125,155.01567,684.85833,520.44583,98.78979
20250530,120904,2021,1,6,13,343.28947,444.20526,135.82253,708.15965,564.17193,103.71772
20250530,120904,2021,1,6,14,338.17,400.86,0.69555,154.61,153.325,22.19517
20250530,120904,2021,1,6,15,323.30667,400.945,3.20208,214.05,211.28167,31.49567
20250530,120904,2021,1,6,16,342.37222,401.4463,3.74696,174.63852,170.57259,26.34037
20250530,120904,2021,1,6,17,,,,,,
20250530,120904,2021,1,6,18,358.01333,378.35333,0.0031,0.0,0.0,0.0
20250530,120904,2021,1,6,19,356.58,373.94167,0.07387,0.0,0.0,0.0
20250530,120904,2021,1,6,20,351.08333,369.58333,-0.04918,0.0,0.0,0.0
20250530,120904,2021,1,6,21,350.13167,364.975,0.14882,0.0,0.0,0.0
20250530,120904,2021,1,6,22,347.20167,363.22833,-0.2026,0.0,0.0,0.0
20250530,120904,2021,1,6,23,347.40833,363.735,-0.31245,0.0,0.0,0.0
20250530,120904,2021,1,7,0,349.135,362.98833,-0.21517,0.0,0.0,0.0
20250530,120904,2021,1,7,1,345.95,361.55,-0.22133,0.0,0.0,0.0
20250530,120904,2021,1,7,2,345.98333,361.01333,-0.2575,0.0,0.0,0.0
20250530,120904,2021,1,7,3,344.06333,359.775,-0.19677,0.0,0.0,0.0
20250530,120904,2021,1,7,4,337.12,358.025,-0.09588,0.0,0.0,0.0
20250530,120904,2021,1,7,5,332.25333,356.63333,-0.03271,0.0,0.0,0.0
20250530,120904,2021,1,7,6,339.3875,362.91964,0.08788,53.68857,51.87982,6.67
20250530,120904,2021,1,7,7,340.31833,370.41833,0.40862,148.46167,145.2,17.55233
20250530,120904,2021,1,7,8,345.64667,380.14333,14.10025,322.13667,301.84167,39.7015
20250530,120904,2021,1,7,9,346.62833,386.05333,3.92118,305.56333,298.45667,38.49433
20250530,120904,2021,1,7,10,345.06,389.13833,4.26338,366.47833,357.58833,46.28683
20250530,120904,2021,1,7,11,336.84,412.52,66.40455,663.89667,568.44333,91.66433
20250530,120904,2021,1,7,12,324.36833,425.735,187.19077,715.54167,512.42833,101.59183
20250530,120904,2021,1,7,13,337.15167,441.465,180.05788,746.615,555.29833,107.6775
20250530,120904,2021,1,7,14,349.38654,422.76923,87.88937,466.78654,373.48269,67.64942
20250530,120904,2021,1,7,15,326.83437,388.7625,2.00525,200.10625,197.37188,28.91406
20250530,120904,2021,1,7,16,338.09583,394.82917,0.6071,122.71667,121.77292,17.51375
20250530,120904,2021,1,7,17,325.83548,392.51935,0.42165,120.73129,120.04419,17.70613
20250530,120904,2021,1,7,18,,,,,,
20250530,120904,2021,1,7,19,332.55667,367.43667,0.01842,0.0,0.0,0.0
20250530,120904,2021,1,7,20,352.21,368.65667,0.11878,0.0,0.0,0.0
20250530,120904,2021,1,7,21,348.2,369.46333,-0.15597,0.0,0.0,0.0
20250530,120904,2021,1,7,22,345.935,368.975,-0.24118,0.0,0.0,0.0
20250530,120904,2021,1,7,23,342.69667,368.00833,-0.0488,0.0,0.0,0.0
20250530,120904,2021,1,8,0,346.16667,366.68833,-0.01662,0.0,0.0,0.0
20250530,120904,2021,1,8,1,343.52167,364.92333,0.2913,0.0,0.0,0.0
20250530,120904,2021,1,8,2,329.925,361.49,0.23103,0.0,0.0,0.0
20250530,120904,2021,1,8,3,331.84333,360.49333,-0.02005,0.0,0.0,0.0
20250530,120904,2021,1,8,4,339.89333,362.15333,-0.0263,0.0,0.0,0.0
20250530,120904,2021,1,8,5,341.9617,362.55745,-0.03704,0.06511,0.06596,0.00511
20250530,120904,2021,1,8,6,340.04828,364.28103,0.06471,38.84207,38.77345,5.17638
20250530,120904,2021,1,8,7,333.30333,376.61667,0.8346,212.62833,211.98167,31.297
20250530,120904,2021,1,8,8,,,,,,
20250530,120904,2021,1,8,9,326.15455,420.33333,118.98897,503.64848,381.04242,75.57667
20250530,120904,2021,1,8,10,314.3,455.05714,522.63189,834.34107,298.65,118.84625
20250530,120904,2021,1,8,11,323.78448,473.36897,767.17697,1081.88448,292.11379,152.71948
20250530,120904,2021,1,8,12,334.24038,471.38654,481.42237,935.44615,433.74808,133.96192
20250530,120904,2021,1,8,13,316.77451,432.68039,176.12739,496.13333,308.61961,70.97843
20250530,120904,2021,1,8,14,,,,,,
20250530,120904,2021,1,8,15,,,,,,
20250530,120904,2021,1,8,16,344.42903,421.92903,7.24326,220.63871,212.26774,32.72226
20250530,120904,2021,1,8,17,,,,,,
20250530,120904,2021,1,8,18,,,,,,
20250530,120904,2021,1,8,19,352.11667,371.13833,-0.08233,0.0,0.0,0.0
20250530,120904,2021,1,8,20,347.92667,367.93333,-0.17748,0.0,0.0,0.0
20250530,120904,2021,1,8,21,347.10167,366.47333,-0.24673,0.0,0.0,0.0
20250530,120904,2021,1,8,22,346.29,366.60167,-0.297,0.0,0.0,0.0
20250530,120904,2021,1,8,23,344.85167,366.70333,-0.32493,0.0,0.0,0.0
20250530,120904,2021,1,9,0,343.765,365.065,-0.3286,0.0,0.0,0.0
20250530,120904,2021,1,9,1,342.60667,364.48167,-0.30777,0.0,0.0,0.0
20250530,120904,2021,1,9,2,337.09833,362.09667,-0.26387,0.0,0.0,0.0
20250530,120904,2021,1,9,3,336.06833,361.90167,-0.19962,0.0,0.0,0.0
20250530,120904,2021,1,9,4,332.57333,360.565,-0.11323,0.0,0.0,0.0
20250530,120904,2021,1,9,5,334.60769,360.60769,-0.02494,1.02115,1.01154,0.14423
20250530,120904,2021,1,9,6,,,,,,
20250530,120904,2021,1,9,7,337.61111,386.84,16.62396,285.68667,268.65556,41.72022
20250530,120904,2021,1,9,8,320.21944,395.25,40.11464,349.39722,307.525,52.51639
20250530,120904,2021,1,9,9,322.146,413.938,55.91658,479.092,420.058,72.5304
20250530,120904,2021,1,9,10,338.77167,425.89667,40.37798,575.30667,532.81,85.559
20250530,120904,2021,1,9,11,301.50357,469.89643,932.8327,1159.71964,202.62321,159.89286
20250530,120904,2021,1,9,12,330.29111,466.96,400.94933,894.80889,474.21556,127.26911
20250530,120904,2021,1,9,13,333.50417,449.85833,179.60348,614.41875,425.62292,88.60417
20250530,120904,2021,1,9,14,344.70217,408.12391,13.4297,266.0,251.02826,38.9913
20250530,120904,2021,1,9,15,326.54565,413.89565,18.91072,304.53261,283.62174,46.49652
20250530,120904,2021,1,9,16,,,,,,
20250530,120904,2021,1,9,17,,,,,,
20250530,120904,2021,1,9,18,,,,,,
20250530,120904,2021,1,9,19,350.19333,378.19333,0.02037,0.0,0.0,0.0
20250530,120904,2021,1,9,20,346.23333,375.18167,0.11398,0.0,0.0,0.0
20250530,120904,2021,1,9,21,342.85833,372.93833,0.20717,0.0,0.0,0.0
20250530,120904,2021,1,9,22,343.76167,372.51,0.1152,0.0,0.0,0.0
20250530,120904,2021,1,9,23,352.47833,365.58833,-0.27727,0.0,0.0,0.0
20250530,120904,2021,1,10,0,340.30333,360.67667,-0.0672,0.0,0.0,0.0
20250530,120904,2021,1,10,1,319.28667,359.25,-0.3077,0.0,0.0,0.0
20250530,120904,2021,1,10,2,329.755,359.79667,-0.25815,0.0,0.0,0.0
20250530,120904,2021,1,10,3,334.57833,361.445,-0.20073,0.0,0.0,0.0
20250530,120904,2021,1,10,4,338.96833,362.29,-0.12088,0.0,0.0,0.0
20250530,120904,2021,1,10,5,344.296,362.498,-0.03746,0.2368,0.2318,0.016
20250530,120904,2021,1,10,6,339.83333,362.155,0.06412,27.202,27.1615,3.03583
20250530,120904,2021,1,10,7,336.82,373.98333,0.37685,180.23383,179.98033,24.335
20250530,120904,2021,1,10,8,337.12903,386.76774,4.39916,338.05161,333.72581,49.04516
20250530,120904,2021,1,10,9,,,,,,
20250530,120904,2021,1,10,10,304.66491,443.74737,436.21574,799.84386,350.42807,113.60982
20250530,120904,2021,1,10,11,336.65167,447.56833,235.60177,735.90333,489.09833,106.769
20250530,120904,2021,1,10,12,344.155,429.615,41.33873,489.235,442.80667,70.98733
20250530,120904,2021,1,10,13,334.675,440.73,128.86587,631.63667,493.03833,91.81367
20250530,120904,2021,1,10,14,341.10702,412.86491,47.54304,336.34211,283.36491,50.59895
20250530,120904,2021,1,10,15,323.64286,427.68286,24.55926,402.02286,374.66,59.87371
20250530,120904,2021,1,10,16,310.056,408.1,15.5384,204.386,186.888,30.3976
20250530,120904,2021,1,10,17,,,,,,
20250530,120904,2021,1,10,18,,,,,,
20250530,120904,2021,1,10,19,309.40167,365.41167,0.06057,0.0,0.0,0.0
20250530,120904,2021,1,10,20,301.88,362.77333,0.17718,0.0,0.0,0.0
20250530,120904,2021,1,10,21,301.53833,358.26,0.24685,0.0,0.0,0.0
20250530,120904,2021,1,10,22,314.03167,360.61,0.25682,0.0,0.0,0.0
20250530,120904,2021,1,10,23,297.845,356.68667,0.30338,0.0,0.0,0.0
20250530,120904,2021,1,11,0,283.32667,350.99333,0.3298,0.0,0.0,0.0
20250530,120904,2021,1,11,1,275.225,346.48167,0.30928,0.0,0.0,0.0
20250530,120904,2021,1,11,2,285.52333,345.10167,0.26487,0.0,0.0,0.0
20250530,120904,2021,1,11,3,320.88333,352.725,0.08907,0.0,0.0,0.0
20250530,120904,2021,1,11,4,331.03333,357.59,0.00535,0.0,0.0,0.0
20250530,120904,2021,1,11,5,328.48421,356.74561,0.02091,0.52053,0.51807,0.05316
20250530,120904,2021,1,11,6,335.48611,363.90556,1.95619,41.76639,40.32389,6.42139
20250530,120904,2021,1,11,7,335.5,389.93226,3.52487,257.60968,254.61935,38.42323
20250530,120904,2021,1,11,8,,,,,,
20250530,120904,2021,1,11,9,,,,,,
20250530,120904,2021,1,11,10,302.39322,471.77797,836.08046,1033.02034,181.75085,147.99271
20250530,120904,2021,1,11,11,320.06833,491.51333,907.98928,1240.23167,307.34,176.85
20250530,120904,2021,1,11,12,335.3,431.545,54.73487,461.99667,401.96667,68.76
20250530,120904,2021,1,11,13,329.19,458.5875,159.96198,699.3325,526.72,104.02
20250530,120904,2021,1,11,14,314.12391,437.46087,76.42667,461.46087,377.29783,69.87804
20250530,120904,2021,1,11,15,306.94138,429.29138,56.32888,358.14138,295.56552,54.07552
20250530,120904,2021,1,11,16,309.35333,414.675,3.45177,223.14667,219.05833,34.034
20250530,120904,2021,1,11,17,,,,,,
20250530,120904,2021,1,11,18,,,,,,
20250530,120904,2021,1,11,19,306.67167,369.505,0.08313,0.0,0.0,0.0
20250530,120904,2021,1,11,20,324.05,368.3,0.16517,0.0,0.0,0.0
20250530,120904,2021,1,11,21,323.71833,366.155,0.23625,0.0,0.0,0.0
20250530,120904,2021,1,11,22,319.68167,363.66667,0.29785,0.0,0.0,0.0
20250530,120904,2021,1,11,23,324.65833,363.62,0.32388,0.0,0.0,0.0
20250530,120904,2021,1,12,0,332.83333,364.12833,0.12687,0.0,0.0,0.0
20250530,120904,2021,1,12,1,341.95833,367.10167,0.02955,0.0,0.0,0.0
20250530,120904,2021,1,12,2,342.9,365.23333,0.23012,0.0,0.0,0.0
20250530,120904,2021,1,12,3,342.845,364.48333,-0.14337,0.0,0.0,0.0
20250530,120904,2021,1,12,4,331.00167,362.29,-0.05868,0.0,0.0,0.0
20250530,120904,2021,1,12,5,325.32292,360.12292,0.035,0.0,0.0,0.0
20250530,120904,2021,1,12,6,,,,,,
20250530,120904,2021,1,12,7,319.57667,379.09167,3.03133,160.455,157.69333,23.41483
20250530,120904,2021,1,12,8,339.61833,393.33667,1.60057,289.31667,287.84833,43.47283
20250530,120904,2021,1,12,9,344.79,405.75,20.70368,378.07167,356.77,58.27133
20250530,120904,2021,1,12,10,342.92667,425.62833,18.57215,517.87167,497.35833,79.73917
20250530,120904,2021,1,12,11,342.59412,444.8,190.83179,757.24706,548.90588,113.67206
20250530,120904,2021,1,12,12,336.865,448.775,126.78468,751.08833,615.125,113.1395
20250530,120904,2021,1,12,13,337.12778,448.16667,131.57741,655.6037,515.97222,98.55981
20250530,120904,2021,1,12,14,351.39333,430.55667,30.72685,388.31667,355.36,58.26983
20250530,120904,2021,1,12,15,,,,,,
20250530,120904,2021,1,12,16,329.39333,396.05333,1.72253,197.79,195.96333,30.49783
20250530,120904,2021,1,12,17,305.94,392.69,14.53013,147.43333,131.32667,23.84633
20250530,120904,2021,1,12,18,,,,,,
20250530,120904,2021,1,12,19,334.76,371.19833,0.02933,0.0,0.0,0.0
20250530,120904,2021,1,12,20,344.94167,374.09333,0.02378,0.0,0.0,0.0
20250530,120904,2021,1,12,21,292.04833,359.005,0.24648,0.0,0.0,0.0
20250530,120904,2021,1,12,22,300.54167,356.66167,0.29662,0.0,0.0,0.0
20250530,120904,2021,1,12,23,289.97,352.53,0.32693,0.0,0.0,0.0
20250530,120904,2021,1,13,0,327.195,358.07833,0.15677,0.0,0.0,0.0
20250530,120904,2021,1,13,1,318.73667,358.155,0.3071,0.0,0.0,0.0
20250530,120904,2021,1,13,2,340.84667,362.965,0.07203,0.0,0.0,0.0
20250530,120904,2021,1,13,3,335.63333,362.55333,0.15052,0.0,0.0,0.0
20250530,120904,2021,1,13,4,281.95,348.61667,0.12377,0.0,0.0,0.0
20250530,120904,2021,1,13,5,314.24746,350.53559,0.02522,0.41085,0.41203,0.06169
20250530,120904,2021,1,13,6,332.51333,361.42667,0.05593,29.6355,29.60533,4.19983
20250530,120904,2021,1,13,7,334.09833,368.425,0.15403,73.52983,73.492,9.93733
20250530,120904,2021,1,13,8,328.23167,382.57667,0.66583,228.55333,228.28,32.07417
20250530,120904,2021,1,13,9,331.17833,397.725,3.091,347.015,344.3,51.51567
20250530,120904,2021,1,13,10,342.66167,415.45333,5.35858,431.49,425.42,66.6115
20250530,120904,2021,1,13,11,341.33,451.045,185.07227,785.355,585.83667,117.152
20250530,120904,2021,1,13,12,328.60847,470.38475,491.36808,904.68305,388.97119,131.4861
20250530,120904,2021,1,13,13,,,,,,
20250530,120904,2021,1,13,14,348.90333,385.32,0.5875,200.06333,199.77333,24.50867
20250530,120904,2021,1,13,15,344.24833,388.85,0.58882,181.02667,180.6,23.306
20250530,120904,2021,1,13,16,327.11167,393.03,9.25025,218.055,208.17333,31.50283
20250530,120904,2021,1,13,17,317.39459,388.8,6.70222,139.75405,132.49459,20.49514
20250530,120904,2021,1,13,18,,,,,,
20250530,120904,2021,1,13,19,285.615,356.50667,0.0928,0.0,0.0,0.0
20250530,120904,2021,1,13,20,288.95,355.69667,0.17717,0.0,0.0,0.0
20250530,120904,2021,1,13,21,321.22167,359.32833,0.20478,0.0,0.0,0.0
20250530,120904,2021,1,13,22,299.23833,354.26167,0.29865,0.0,0.0,0.0
20250530,120904,2021,1,13,23,313.45333,355.47,0.31123,0.0,0.0,0.0
20250530,120904,2021,1,14,0,306.74667,353.00333,0.30417,0.0,0.0,0.0
20250530,120904,2021,1,14,1,307.68667,351.79667,0.28285,0.0,0.0,0.0
20250530,120904,2021,1,14,2,330.405,356.10667,0.04787,0.0,0.0,0.0
20250530,120904,2021,1,14,3,339.3,360.005,-0.05555,0.0,0.0,0.0
20250530,120904,2021,1,14,4,340.92,359.72833,-0.10138,0.0,0.0,0.0
20250530,120904,2021,1,14,5,339.03,358.892,-0.03798,0.0314,0.0298,0.005
20250530,120904,2021,1,14,6,344.09667,362.655,0.05857,27.0285,26.971,3.398
20250530,120904,2021,1,14,7,347.41833,369.785,0.17362,84.04017,83.97533,10.4975
20250530,120904,2021,1,14,8,347.35833,380.38833,0.96332,201.45667,201.02667,25.82883
20250530,120904,2021,1,14,9,347.70333,389.75333,1.23502,263.32333,262.74333,36.02767
20250530,120904,2021,1,14,10,343.56333,404.64333,5.74823,425.93,419.845,62.1235
20250530,120904,2021,1,14,11,326.86667,438.74167,180.6857,822.27833,631.52167,120.51833
20250530,120904,2021,1,14,12,328.48667,458.21667,329.63897,965.54,617.825,141.15833
20250530,120904,2021,1,14,13,332.69,459.83167,292.62887,889.53667,580.63167,130.19167
20250530,120904,2021,1,14,14,347.29833,444.92833,61.44142,602.13,538.28333,90.3035
20250530,120904,2021,1,14,15,338.55,442.59118,126.637,549.97059,418.29706,83.90265
20250530,120904,2021,1,14,16,345.46154,418.39615,11.14608,236.38077,225.06154,36.00827
20250530,120904,2021,1,14,17,,,,,,
20250530,120904,2021,1,14,18,,,,,,
20250530,120904,2021,1,14,19,357.41833,381.805,0.0,0.0,0.0,0.0
20250530,120904,2021,1,14,20,359.13167,380.14833,-0.00242,0.0,0.0,0.0
20250530,120904,2021,1,14,21,353.26167,370.60667,-0.11185,0.0,0.0,0.0
20250530,120904,2021,1,14,22,351.01833,363.05167,0.18572,0.0,0.0,0.0
